from_id,to_id
mn0000825544,mn0000752562
mn0000955257,mn0000375066
mn0000955257,mn0000838563
mn0000085915,mn0000390239
mn0000320056,mn0000124275
mn0000320056,mn0000147638
mn0000320056,mn0000013101
mn0000359494,mn0000307305
mn0000901899,mn0001002668
mn0000901899,mn0000841430
mn0000901899,mn0000581847
mn0000307351,mn0000938399
mn0000011257,mn0000776363
mn0000011257,mn0000136220
mn0000011257,mn0000602907
mn0000011257,mn0000350127
mn0000301404,mn0000670057
mn0000301404,mn0000153103
mn0000301404,mn0000332725
mn0000301404,mn0000237825
mn0000301404,mn0000817315
mn0000676061,mn0000060679
mn0000676061,mn0001006782
mn0000676061,mn0000684627
mn0000183867,mn0000924232
mn0000760240,mn0000625526
mn0000104742,mn0000749476
mn0000250435,mn0000798326
mn0000250435,mn0000176859
mn0000250435,mn0000226380
mn0000069986,mn0000011754
mn0000798026,mn0000071514
mn0000798026,mn0000202187
mn0000798026,mn0000271519
mn0000798026,mn0000328014
mn0000072698,mn0000108554
mn0000072698,mn0000565634
mn0000072698,mn0000091879
mn0000072698,mn0000248452
mn0000072698,mn0000341422
mn0000072698,mn0000244082
mn0000072698,mn0000686577
mn0000803162,mn0000068780
mn0000858375,mn0000327130
mn0000858375,mn0000189414
mn0000858375,mn0000189229
mn0000858375,mn0000286662
mn0000652255,mn0000187374
mn0000652255,mn0000002330
mn0000241766,mn0000093322
mn0000241766,mn0000519428
mn0000661687,mn0000809334
mn0000224808,mn0000617196
mn0000224808,mn0000948842
mn0000229289,mn0000001020
mn0000355052,mn0000081849
mn0000355052,mn0000570082
mn0000042234,mn0000537326
mn0000857203,mn0000784527
mn0000857203,mn0000661172
mn0000058549,mn0000642542
mn0000002330,mn0000176298
mn0000002330,mn0000678408
mn0000002330,mn0000246885
mn0001002668,mn0000901899
mn0000577531,mn0000630882
mn0000577531,mn0000039661
mn0000507975,mn0000932323
mn0000665944,mn0000070507
mn0000665944,mn0000260038
mn0000519715,mn0000505154
mn0000519715,mn0000776363
mn0000519715,mn0000199677
mn0000519715,mn0000184502
mn0000519715,mn0000068780
mn0000519715,mn0000489845
mn0000305501,mn0000230590
mn0000305501,mn0000025475
mn0000933809,mn0000200794
mn0000933809,mn0000747445
mn0000074397,mn0000119629
mn0000074397,mn0000136956
mn0000074397,mn0000239329
mn0000361973,mn0000068934
mn0000361973,mn0000314050
mn0000802875,mn0000688515
mn0000802875,mn0000094752
mn0000233467,mn0000196976
mn0000293490,mn0000153526
mn0000293490,mn0000602907
mn0000293490,mn0000456896
mn0000293490,mn0000030629
mn0000293490,mn0000458759
mn0000293490,mn0000851639
mn0000581847,mn0000901899
mn0000639767,mn0000785380
mn0000307225,mn0000792507
mn0000640419,mn0000159699
mn0000640419,mn0000181145
mn0000784527,mn0000489316
mn0000170211,mn0000174557
mn0000086065,mn0000931876
mn0000658950,mn0000576885
mn0000497132,mn0000250435
mn0000129656,mn0000613368
mn0000348105,mn0000600228
mn0000348105,mn0000047716
mn0000348105,mn0000101795
mn0000348105,mn0000673114
mn0000348105,mn0000411830
mn0000348105,mn0000597309
mn0000688804,mn0000643549
mn0000688804,mn0000738855
mn0000688804,mn0000957296
mn0000090160,mn0000312354
mn0000258799,mn0000059503
mn0000267505,mn0000211146
mn0000267505,mn0000121357
mn0000267505,mn0000130689
mn0000267505,mn0000849333
mn0000267505,mn0000816900
mn0000249559,mn0000746387
mn0000798514,mn0000021810
mn0000857589,mn0000606098
mn0000045475,mn0000192849
mn0000638498,mn0000213967
mn0000638498,mn0000668576
mn0000638498,mn0000411171
mn0002117562,mn0000752945
mn0000202187,mn0000071514
mn0000202187,mn0000785380
mn0000202187,mn0000307305
mn0000202187,mn0000519428
mn0000210868,mn0000144458
mn0000210868,mn0000803162
mn0000210868,mn0000248392
mn0000126772,mn0000955702
mn0000392299,mn0000765221
mn0000392299,mn0000804559
mn0000392299,mn0000390239
mn0000392299,mn0000332725
mn0000106317,mn0000812290
mn0000686957,mn0000788508
mn0000686957,mn0000812290
mn0000686957,mn0000133377
mn0000485992,mn0000635760
mn0000796472,mn0000885190
mn0000286483,mn0000742899
mn0000072510,mn0000159699
mn0000072510,mn0000086714
mn0000749290,mn0000536122
mn0000749290,mn0000013101
mn0000868092,mn0000798326
mn0000164750,mn0000390239
mn0000028053,mn0000185440
mn0000017929,mn0000065882
mn0000017929,mn0000390239
mn0000017929,mn0000332725
mn0000308968,mn0000007305
mn0000868456,mn0000159699
mn0000868456,mn0000200775
mn0000868456,mn0000816387
mn0000868456,mn0000583959
mn0000791092,mn0000213967
mn0000945269,mn0000786242
mn0000945269,mn0001431398
mn0000251360,mn0000031274
mn0000251360,mn0000118261
mn0000191680,mn0000047401
mn0000191680,mn0000793506
mn0000191680,mn0000211483
mn0000191680,mn0000228058
mn0000146437,mn0000575122
mn0000752562,mn0000825544
mn0000752562,mn0000490769
mn0000130855,mn0000809396
mn0000130855,mn0000286662
mn0000130855,mn0000245039
mn0000356566,mn0000094252
mn0000356566,mn0000064103
mn0000238495,mn0000164970
mn0000686577,mn0000186312
mn0002412330,mn0000367188
mn0000186299,mn0000801584
mn0000186299,mn0000199240
mn0000186299,mn0000173487
mn0000921895,mn0000926376
mn0000921895,mn0000060551
mn0000921895,mn0000373592
mn0000029909,mn0000211146
mn0001032273,mn0000133719
mn0000256482,mn0000684920
mn0000256482,mn0000742899
mn0000503279,mn0000162122
mn0000254833,mn0000093025
mn0000254833,mn0000228299
mn0000254833,mn0000176859
mn0000642196,mn0000070507
mn0000642196,mn0000094210
mn0000642196,mn0000957296
mn0000642196,mn0000226380
mn0000642196,mn0000423829
mn0000077560,mn0000184502
mn0000051828,mn0000537548
mn0000051828,mn0000661795
mn0000051828,mn0000270064
mn0000165068,mn0000751592
mn0000254964,mn0000545074
mn0000606610,mn0000790717
mn0000808588,mn0000094210
mn0000808588,mn0000832124
mn0000120231,mn0000001020
mn0000674332,mn0000521564
mn0000674332,mn0000191680
mn0000674332,mn0000948061
mn0000110104,mn0000927555
mn0000110104,mn0000047401
mn0000110104,mn0000208076
mn0000110104,mn0000673114
mn0000290072,mn0000047401
mn0000452817,mn0000531986
mn0000452817,mn0000955936
mn0000753273,mn0000046794
mn0000219021,mn0000931086
mn0000219021,mn0000742899
mn0000223701,mn0000767741
mn0000223701,mn0000110541
mn0000223701,mn0000585092
mn0000223701,mn0000957296
mn0000223701,mn0000104388
mn0000223701,mn0000250435
mn0000768027,mn0000951384
mn0000768027,mn0000267354
mn0000768027,mn0000396372
mn0000768027,mn0000039656
mn0000768027,mn0000490416
mn0000247545,mn0000186927
mn0000247545,mn0000178166
mn0000486305,mn0000076658
mn0001093069,mn0001717415
mn0000839245,mn0000663934
mn0000839245,mn0000041187
mn0000839245,mn0000812051
mn0000554955,mn0000034885
mn0000758208,mn0000041637
mn0000124248,mn0000572508
mn0000932323,mn0000813561
mn0000932323,mn0000742899
mn0000890630,mn0000328288
mn0000314923,mn0000518937
mn0000156900,mn0000197460
mn0000156900,mn0000104388
mn0000156900,mn0000019334
mn0000813441,mn0000336222
mn0000828153,mn0000124390
mn0000472735,mn0000344332
mn0000227487,mn0000306296
mn0000253914,mn0000118189
mn0000008549,mn0000169568
mn0000774815,mn0000314050
mn0000847263,mn0000074005
mn0000847263,mn0000390239
mn0000388167,mn0000647670
mn0000388167,mn0000234518
mn0000388167,mn0000845196
mn0000388167,mn0000960874
mn0000267411,mn0000220312
mn0000267411,mn0000300659
mn0000267411,mn0000197424
mn0000532280,mn0000738855
mn0000532280,mn0000039656
mn0000924232,mn0000183867
mn0000179732,mn0000079016
mn0000179732,mn0000776363
mn0000489316,mn0000784527
mn0000489316,mn0000184502
mn0000826988,mn0000163426
mn0000826988,mn0000239329
mn0000778344,mn0000928942
mn0000001433,mn0000214162
mn0000320761,mn0000327130
mn0000320761,mn0000294085
mn0000320761,mn0000130855
mn0000320761,mn0000214162
mn0000040225,mn0000017748
mn0000029867,mn0000327765
mn0000270491,mn0000102399
mn0000270491,mn0000456319
mn0000270491,mn0000021744
mn0000270491,mn0000250435
mn0000125479,mn0000074005
mn0000125479,mn0000380976
mn0000068780,mn0000803162
mn0000068780,mn0000558339
mn0000318966,mn0001199400
mn0000754875,mn0000121185
mn0000754875,mn0000152312
mn0000754875,mn0000489520
mn0000754875,mn0000842351
mn0000754875,mn0000845668
mn0000754875,mn0000042513
mn0000087965,mn0000061226
mn0000784732,mn0000243617
mn0000744485,mn0000328288
mn0000744485,mn0000265440
mn0000744485,mn0000936983
mn0000162762,mn0000776363
mn0000039549,mn0000489316
mn0000287929,mn0000097009
mn0000328288,mn0000346102
mn0000328288,mn0000890630
mn0000232677,mn0000463435
mn0000407101,mn0000031008
mn0000407101,mn0000159699
mn0000407101,mn0000294085
mn0000111345,mn0000284104
mn0000354769,mn0000127044
mn0000251210,mn0000060726
mn0000251210,mn0000137137
mn0000251210,mn0000819894
mn0000251210,mn0000287604
mn0000744328,mn0000060551
mn0000744328,mn0000178852
mn0000744328,mn0000400158
mn0000167328,mn0000762288
mn0000558596,mn0000784527
mn0000647670,mn0000536122
mn0000795841,mn0000246487
mn0000930651,mn0000278515
mn0000863963,mn0000026904
mn0000863963,mn0000031441
mn0000258882,mn0000146437
mn0000018835,mn0000265440
mn0000018835,mn0000936983
mn0000659222,mn0000096645
mn0000659222,mn0000071209
mn0000266160,mn0000487271
mn0000266160,mn0000039661
mn0000666285,mn0000801762
mn0000057840,mn0000200775
mn0000057840,mn0000037197
mn0000057840,mn0000583959
mn0000611142,mn0000120323
mn0000611142,mn0000526407
mn0000793664,mn0000378624
mn0000933529,mn0000812290
mn0000299666,mn0000306296
mn0000894956,mn0000780056
mn0000894956,mn0000256709
mn0000457352,mn0000751870
mn0000988638,mn0000536122
mn0000988638,mn0000749290
mn0000819894,mn0000060726
mn0000819894,mn0000137137
mn0000819894,mn0000287604
mn0000808338,mn0000087859
mn0000094252,mn0000792507
mn0000094252,mn0000043499
mn0000094252,mn0000959775
mn0000497290,mn0000764504
mn0000803128,mn0000376150
mn0000226228,mn0000236246
mn0000014548,mn0000186978
mn0000014548,mn0000885875
mn0000802791,mn0000792507
mn0000317029,mn0000588508
mn0000152312,mn0000187478
mn0000152312,mn0000223701
mn0000152312,mn0000087985
mn0000227607,mn0000829643
mn0000227607,mn0000376739
mn0000385879,mn0000286662
mn0000103249,mn0000602907
mn0000318872,mn0000091052
mn0000318872,mn0000952276
mn0000318872,mn0000178916
mn0000082661,mn0000584923
mn0000843212,mn0000352017
mn0001750978,mn0000760782
mn0001750978,mn0000031181
mn0000741016,mn0000110033
mn0000741016,mn0000144581
mn0000249389,mn0000785380
mn0000249389,mn0000247997
mn0000257857,mn0000127949
mn0000210142,mn0000044802
mn0000210142,mn0000347639
mn0000034249,mn0000159699
mn0000014263,mn0000962133
mn0000140786,mn0000790717
mn0000601707,mn0000006613
mn0000786080,mn0000081181
mn0000300245,mn0000074776
mn0000300245,mn0000121318
mn0000300245,mn0000531986
mn0000141774,mn0000802745
mn0000252326,mn0000750203
mn0000962064,mn0000491996
mn0000962064,mn0000780056
mn0000953615,mn0000799893
mn0000481915,mn0000786245
mn0000481915,mn0002450394
mn0000409594,mn0000931876
mn0000175874,mn0000170483
mn0000472102,mn0000663645
mn0000785380,mn0000066395
mn0000785380,mn0000071514
mn0000785380,mn0000074936
mn0000785380,mn0000666406
mn0000785380,mn0000328014
mn0000785380,mn0000040114
mn0000141064,mn0000085915
mn0000141064,mn0000551055
mn0000141064,mn0000387720
mn0000046469,mn0000021810
mn0000296024,mn0000927786
mn0000296024,mn0000827224
mn0000471887,mn0000096613
mn0000838847,mn0000602907
mn0000639697,mn0000014263
mn0000178916,mn0000074397
mn0000178916,mn0000617196
mn0000171994,mn0000927555
mn0000171994,mn0000085410
mn0000171994,mn0000804289
mn0000830538,mn0000231997
mn0000285399,mn0000169100
mn0000070641,mn0000306446
mn0000070641,mn0000389213
mn0000774186,mn0000150955
mn0000774186,mn0000844950
mn0000133377,mn0000686957
mn0000133377,mn0000009927
mn0000276381,mn0000536122
mn0000276381,mn0000745316
mn0000118853,mn0000160198
mn0000118853,mn0000341422
mn0000256349,mn0000163133
mn0000256349,mn0000094252
mn0000031008,mn0000686897
mn0000031008,mn0000359179
mn0000545880,mn0000359016
mn0000660812,mn0000931876
mn0000813561,mn0000932323
mn0000768367,mn0000162677
mn0000768367,mn0000962133
mn0000001020,mn0000123306
mn0000001020,mn0000120231
mn0000001020,mn0000152312
mn0000001020,mn0000229289
mn0000169100,mn0000285399
mn0000217870,mn0000327130
mn0001952358,mn0000372229
mn0000455694,mn0000314050
mn0000455694,mn0000933568
mn0000102399,mn0000587708
mn0000102399,mn0000575199
mn0000599262,mn0000307461
mn0000572898,mn0000838241
mn0000663934,mn0000839245
mn0000663934,mn0000793623
mn0000387720,mn0000068934
mn0000387720,mn0000456319
mn0000224252,mn0000149515
mn0000078414,mn0000254131
mn0000181914,mn0000852399
mn0000181914,mn0000087597
mn0000181914,mn0000467853
mn0000741325,mn0000070507
mn0000741325,mn0000798326
mn0000931876,mn0000156161
mn0000931876,mn0000660812
mn0000931876,mn0000227988
mn0000931876,mn0000086065
mn0000931876,mn0000409594
mn0000931876,mn0000851690
mn0000943781,mn0000239382
mn0000943781,mn0000144581
mn0000943781,mn0000683864
mn0000943781,mn0000803128
mn0000943781,mn0000350127
mn0000944206,mn0000090389
mn0000944206,mn0000332725
mn0000763554,mn0000770629
mn0000240923,mn0000631579
mn0000246487,mn0000609992
mn0000246487,mn0000600228
mn0000246487,mn0000110541
mn0000246487,mn0000957296
mn0000246487,mn0000139804
mn0000246487,mn0000673114
mn0000246487,mn0000745316
mn0000786126,mn0000042513
mn0000092579,mn0000127451
mn0000148978,mn0000103600
mn0000686857,mn0000731975
mn0000686857,mn0000740576
mn0000686857,mn0000497132
mn0000686857,mn0000250435
mn0000084814,mn0000225178
mn0000952276,mn0000091052
mn0000804559,mn0000587708
mn0000804559,mn0000204591
mn0000402249,mn0000134600
mn0000030250,mn0000784527
mn0000030250,mn0000602907
mn0000030250,mn0001456835
mn0000030250,mn0000350127
mn0000798662,mn0000531585
mn0000625739,mn0000531986
mn0000617196,mn0000186927
mn0000617196,mn0000177588
mn0000617196,mn0000238440
mn0000617196,mn0000785773
mn0000845196,mn0000737969
mn0000845196,mn0000333447
mn0000023925,mn0000031008
mn0000023925,mn0000187478
mn0000023925,mn0000337119
mn0000122252,mn0000788508
mn0000122252,mn0000812290
mn0000675323,mn0000082639
mn0000838241,mn0000849333
mn0000838241,mn0000835894
mn0000838241,mn0000333634
mn0000838241,mn0000743615
mn0000394931,mn0000798965
mn0000394931,mn0000184091
mn0000394931,mn0000808214
mn0000176936,mn0000060726
mn0000786245,mn0000481915
mn0000786245,mn0000826583
mn0000786245,mn0000479687
mn0000746079,mn0000184652
mn0000031181,mn0000579458
mn0000031181,mn0001655886
mn0000031181,mn0000851639
mn0000118736,mn0000280434
mn0000596922,mn0000548338
mn0000596922,mn0000176859
mn0000800100,mn0000175553
mn0000800100,mn0000290464
mn0000607804,mn0000124390
mn0000577590,mn0000003829
mn0000792507,mn0000307225
mn0000058360,mn0000768470
mn0000182360,mn0000047401
mn0000182360,mn0000110104
mn0000062191,mn0000676485
mn0000296347,mn0000231213
mn0000661795,mn0000537548
mn0000661795,mn0000224257
mn0000661795,mn0000322733
mn0000661795,mn0000051828
mn0000517078,mn0000839559
mn0000944293,mn0000299500
mn0000642427,mn0000120323
mn0000849781,mn0000762288
mn0000849781,mn0000824599
mn0000336639,mn0000078802
mn0000336639,mn0000066915
mn0000336639,mn0000187478
mn0000675351,mn0000258000
mn0000675351,mn0000725333
mn0000636474,mn0000519428
mn0000311742,mn0000809396
mn0000311742,mn0000322027
mn0000311742,mn0000749504
mn0000311742,mn0000017882
mn0000505770,mn0000079016
mn0000505770,mn0000776363
mn0000505770,mn0000896298
mn0000777156,mn0000854816
mn0000074005,mn0000125479
mn0000074005,mn0000673114
mn0000074005,mn0000423829
mn0000174122,mn0000045077
mn0000174122,mn0000214162
mn0000142226,mn0000211627
mn0000142226,mn0000334363
mn0000091052,mn0000952276
mn0000091052,mn0000489520
mn0000091052,mn0000318872
mn0000691696,mn0000596996
mn0000842802,mn0000007305
mn0000188776,mn0000587708
mn0000188776,mn0000110541
mn0000188776,mn0000684920
mn0000188776,mn0000939549
mn0000188776,mn0000372482
mn0000188776,mn0000714156
mn0000809704,mn0001251909
mn0000812051,mn0000839245
mn0000803829,mn0000332577
mn0000136956,mn0000244552
mn0000167041,mn0000060726
mn0000323999,mn0000258514
mn0000323999,mn0000308833
mn0000323999,mn0000754587
mn0000196976,mn0000233467
mn0000002252,mn0000074776
mn0000002252,mn0000192849
mn0000002252,mn0000228299
mn0000332536,mn0000151240
mn0000332536,mn0000201760
mn0000759433,mn0000602907
mn0000824432,mn0000497132
mn0000107877,mn0000300534
mn0000109437,mn0000001020
mn0000671925,mn0000024102
mn0000352999,mn0000543867
mn0000200794,mn0000334132
mn0000200794,mn0000754251
mn0000616664,mn0000098688
mn0000112017,mn0000792507
mn0000112017,mn0000317093
mn0000798326,mn0000957296
mn0000798326,mn0000250435
mn0000299275,mn0000162677
mn0000299275,mn0000145269
mn0000299275,mn0000076658
mn0000299275,mn0000068780
mn0000299275,mn0000185155
mn0000299275,mn0000305424
mn0000299275,mn0000806877
mn0000397880,mn0002450394
mn0000855356,mn0000130855
mn0000317108,mn0000536122
mn0000317108,mn0000276381
mn0000317108,mn0000745316
mn0000091879,mn0000927786
mn0000091879,mn0000108554
mn0000091879,mn0000248452
mn0000091879,mn0000244082
mn0000175196,mn0000380149
mn0000046626,mn0000753237
mn0000803757,mn0000200775
mn0000305424,mn0000145269
mn0000305424,mn0000185155
mn0000305424,mn0000307461
mn0000124275,mn0000147638
mn0000124275,mn0000021711
mn0000124275,mn0000320056
mn0000884412,mn0000287350
mn0000200322,mn0000505154
mn0000200322,mn0000160198
mn0000200322,mn0000064915
mn0000200322,mn0000341422
mn0000213967,mn0000791092
mn0000213967,mn0000638498
mn0001655886,mn0000031181
mn0001655886,mn0000740576
mn0001655886,mn0000851639
mn0001655886,mn0000032776
mn0000081231,mn0000070507
mn0000081231,mn0000798326
mn0000149515,mn0000085415
mn0000149515,mn0000849333
mn0000149515,mn0000882956
mn0000077844,mn0000233228
mn0000456896,mn0000293490
mn0000505154,mn0000199677
mn0000505154,mn0000127949
mn0000505154,mn0000175553
mn0000505154,mn0000882950
mn0000178166,mn0000247545
mn0000525789,mn0000211392
mn0000106514,mn0000211392
mn0000106514,mn0000801762
mn0000106514,mn0000666285
mn0000820195,mn0000394288
mn0000032776,mn0000579458
mn0000032776,mn0000659071
mn0000032776,mn0001655886
mn0000032776,mn0000851639
mn0000077698,mn0000661172
mn0000178114,mn0000151290
mn0000178114,mn0000327130
mn0000178114,mn0000286662
mn0001905533,mn0000093521
mn0000224638,mn0000118261
mn0000224638,mn0000337119
mn0000851951,mn0000042513
mn0000600341,mn0000831104
mn0000869383,mn0000813441
mn0000869383,mn0001514710
mn0000059096,mn0000068780
mn0000139572,mn0000868214
mn0000622805,mn0000957296
mn0000737969,mn0000868092
mn0000737969,mn0000845196
mn0000737969,mn0000333447
mn0000737969,mn0000250435
mn0000095613,mn0000798543
mn0000095613,mn0000497132
mn0000045313,mn0000962339
mn0000049806,mn0000039661
mn0000204968,mn0000742899
mn0000000335,mn0000828897
mn0000816900,mn0000211146
mn0000816900,mn0000184091
mn0000816900,mn0000121357
mn0002802539,mn0000388835
mn0000568368,mn0000753004
mn0000568368,mn0000260038
mn0000568368,mn0000896298
mn0000568368,mn0000378624
mn0000568368,mn0000204901
mn0000330601,mn0000090389
mn0000330601,mn0000868092
mn0000330601,mn0000845196
mn0000213266,mn0000115399
mn0000213266,mn0000676485
mn0000292011,mn0000587708
mn0000153103,mn0000102399
mn0000153103,mn0000301404
mn0000153103,mn0000604940
mn0000016829,mn0000013315
mn0000204054,mn0000961688
mn0000321672,mn0000375479
mn0000939549,mn0000684920
mn0000939549,mn0000738182
mn0000939549,mn0000188776
mn0000939549,mn0000889856
mn0000282766,mn0000014724
mn0000000429,mn0000808212
mn0000000429,mn0000268426
mn0000077555,mn0000227465
mn0000024102,mn0000671925
mn0000249175,mn0000344275
mn0000249175,mn0000865646
mn0000413990,mn0000587708
mn0000413990,mn0000609992
mn0000413990,mn0000183890
mn0000413990,mn0000962133
mn0000961688,mn0000045379
mn0000961688,mn0000204054
mn0000961688,mn0000803128
mn0000751613,mn0000601079
mn0000751613,mn0000602907
mn0000868214,mn0000139572
mn0000142122,mn0000359016
mn0000142122,mn0000245019
mn0000142122,mn0000024568
mn0000168978,mn0000490769
mn0000376150,mn0000110033
mn0000376150,mn0000803128
mn0000376150,mn0000625526
mn0000376150,mn0000602907
mn0000376150,mn0001655886
mn0000808388,mn0000482018
mn0000808388,mn0000521424
mn0000424580,mn0000216986
mn0000962133,mn0000810892
mn0000962133,mn0000768367
mn0000962133,mn0000803128
mn0000294085,mn0000320761
mn0000294085,mn0000214162
mn0000181479,mn0000077555
mn0000181479,mn0000784713
mn0000181479,mn0000407059
mn0000521424,mn0000482018
mn0000521424,mn0000808388
mn0000588508,mn0000200968
mn0000588508,mn0000319945
mn0000945790,mn0000113409
mn0000945790,mn0000944206
mn0000081083,mn0000320761
mn0000081083,mn0000245039
mn0000314288,mn0000074776
mn0000314288,mn0000121318
mn0000232185,mn0000490769
mn0000230478,mn0000931086
mn0000230478,mn0000176298
mn0000812741,mn0000258514
mn0000118056,mn0000120273
mn0000118056,mn0000031181
mn0000118056,mn0000602907
mn0000118056,mn0000350127
mn0000128585,mn0000071514
mn0000128585,mn0000798026
mn0000128585,mn0000271519
mn0000128585,mn0000307305
mn0000498577,mn0000074776
mn0000498577,mn0000330961
mn0000498577,mn0000007305
mn0000070150,mn0000047401
mn0000070150,mn0000803162
mn0000070150,mn0000064915
mn0000070150,mn0000090803
mn0000175149,mn0000319347
mn0000931086,mn0000742899
mn0000931086,mn0000230478
mn0000600228,mn0000246487
mn0000600228,mn0000745316
mn0000797056,mn0000801192
mn0000797056,mn0000159791
mn0000767016,mn0000094752
mn0000094210,mn0000808588
mn0000094210,mn0000742899
mn0000560208,mn0000334030
mn0000560208,mn0000849333
mn0000228027,mn0000288841
mn0000821317,mn0000060726
mn0000821317,mn0000671800
mn0000044802,mn0000347639
mn0000867271,mn0000171637
mn0000867271,mn0000898754
mn0000867271,mn0000854545
mn0000867271,mn0000597309
mn0000107554,mn0000583959
mn0000458759,mn0000293490
mn0000208076,mn0000110104
mn0000208076,mn0000390239
mn0000208076,mn0000332725
mn0000181145,mn0000640419
mn0000181145,mn0000277258
mn0000050770,mn0000059503
mn0000050770,mn0000075979
mn0000050770,mn0000793506
mn0000050770,mn0000152312
mn0000050770,mn0000359966
mn0000050770,mn0000838241
mn0000935265,mn0000086065
mn0000764504,mn0000497290
mn0000828166,mn0000162677
mn0000828166,mn0000184502
mn0000222298,mn0000885875
mn0000463435,mn0000232677
mn0000277977,mn0000928942
mn0000277977,mn0000162677
mn0000277977,mn0000267354
mn0000753985,mn0000128249
mn0000607009,mn0000804559
mn0000607009,mn0000575199
mn0000018977,mn0000333447
mn0000647935,mn0000044994
mn0002044658,mn0000406583
mn0000809334,mn0000796060
mn0000809334,mn0000023566
mn0000328014,mn0000666406
mn0000328014,mn0000519428
mn0000927416,mn0000158801
mn0000118261,mn0000224638
mn0000118261,mn0000251360
mn0000527469,mn0000641626
mn0000527469,mn0000760782
mn0000527469,mn0000184487
mn0000527469,mn0000625526
mn0000527469,mn0000602907
mn0000527469,mn0001655886
mn0000527469,mn0001643985
mn0000558339,mn0000776363
mn0000558339,mn0000068780
mn0000813175,mn0000230590
mn0000206077,mn0000661172
mn0000358820,mn0000041637
mn0000254131,mn0000078414
mn0000337717,mn0000768584
mn0000283135,mn0000807250
mn0000889097,mn0000794597
mn0000209142,mn0000187478
mn0000209142,mn0000228266
mn0000209142,mn0000612716
mn0000209142,mn0000191006
mn0000209142,mn0000849333
mn0000110033,mn0000760782
mn0000110033,mn0000203978
mn0000110033,mn0000376150
mn0000110033,mn0000795288
mn0000015398,mn0000081849
mn0000015398,mn0000208076
mn0000015398,mn0000673114
mn0000015398,mn0000832124
mn0000851625,mn0000202162
mn0000130400,mn0000110033
mn0000287604,mn0000184502
mn0000962168,mn0000490549
mn0000962168,mn0000300458
mn0000044994,mn0000647935
mn0000044994,mn0000174838
mn0000044994,mn0000812046
mn0000044994,mn0000964582
mn0000051603,mn0000331666
mn0000051603,mn0000275335
mn0000051603,mn0000602907
mn0000376739,mn0000942529
mn0000376739,mn0000227607
mn0000070477,mn0000103600
mn0000851550,mn0000406668
mn0000221722,mn0000926376
mn0000221722,mn0000537548
mn0000221722,mn0000278439
mn0000467853,mn0000597094
mn0000467853,mn0000300245
mn0000233300,mn0000836313
mn0000171957,mn0000150062
mn0000171957,mn0000793406
mn0000171957,mn0000829643
mn0000171957,mn0000352524
mn0000171957,mn0000839476
mn0000171957,mn0000349439
mn0000171957,mn0000490769
mn0000804476,mn0000792507
mn0000413601,mn0000204591
mn0000413601,mn0000957296
mn0000123992,mn0000819894
mn0000755208,mn0000550320
mn0000419197,mn0000107259
mn0000845775,mn0000121185
mn0000845775,mn0000808338
mn0000738855,mn0000226908
mn0000738855,mn0000957296
mn0000200448,mn0000927555
mn0000021129,mn0000152312
mn0000021129,mn0000223701
mn0000258514,mn0000531986
mn0000258514,mn0000812741
mn0000258514,mn0000323999
mn0000673638,mn0000075979
mn0000247587,mn0000074397
mn0000951383,mn0000153526
mn0000951383,mn0000230593
mn0000188279,mn0000776363
mn0000188279,mn0000152490
mn0000188279,mn0000234518
mn0000310709,mn0000139475
mn0000547844,mn0000252172
mn0000754587,mn0000323999
mn0000754587,mn0000842802
mn0000824599,mn0000769616
mn0000184091,mn0000798965
mn0000184091,mn0000808214
mn0000184091,mn0000042513
mn0000184091,mn0000604940
mn0000186978,mn0000060551
mn0000186978,mn0000014548
mn0000780108,mn0000260361
mn0000780108,mn0000801101
mn0000780108,mn0000767068
mn0000780108,mn0000336639
mn0000686897,mn0000031008
mn0000216986,mn0000424580
mn0000216986,mn0000262255
mn0000216986,mn0000836958
mn0000216986,mn0000214869
mn0000697766,mn0000163133
mn0000697766,mn0000833150
mn0001456835,mn0000030250
mn0001456835,mn0000203978
mn0001456835,mn0000851639
mn0000634125,mn0000048265
mn0000808214,mn0000184091
mn0000808214,mn0000604940
mn0000769238,mn0000183858
mn0000799893,mn0000953615
mn0000143405,mn0000163133
mn0000143405,mn0000079016
mn0000143405,mn0000179732
mn0000345426,mn0000204054
mn0000345426,mn0000103600
mn0000345426,mn0000280434
mn0000345426,mn0000081181
mn0000414420,mn0000787011
mn0000848952,mn0000047401
mn0000848952,mn0000100854
mn0000186125,mn0000350840
mn0000186125,mn0000214162
mn0000209719,mn0000223701
mn0000162677,mn0000396372
mn0000287917,mn0000184091
mn0000287917,mn0000227544
mn0000251494,mn0000828153
mn0000217792,mn0000187478
mn0000217792,mn0000849333
mn0000409954,mn0000816890
mn0000409954,mn0000489316
mn0000409954,mn0000200791
mn0000565634,mn0000244082
mn0002192136,mn0000763650
mn0002192136,mn0000066697
mn0000338881,mn0000886392
mn0000482018,mn0000521424
mn0000482018,mn0000808388
mn0000502371,mn0000537548
mn0000502371,mn0000662797
mn0000502371,mn0000322733
mn0000502371,mn0000278439
mn0000102781,mn0000094210
mn0000102781,mn0000665944
mn0000102781,mn0000124767
mn0000551055,mn0000641474
mn0000551055,mn0000808338
mn0000551055,mn0000933568
mn0000742116,mn0000884057
mn0000031173,mn0000229289
mn0000805298,mn0000819894
mn0000090011,mn0000751592
mn0000660507,mn0000951443
